==========================================
SLURM_JOB_ID = 6161528
SLURM_JOB_NODELIST = d06-25
TMPDIR = /tmp/SLURM_6161528
==========================================
10_11_11_20_53_548 [6, 40, 40, 40, 40, 14] [Tanh(), Tanh(), Tanh(), Tanh(), Tanh(), Sigmoid()] 200 5e-05 45
Epoch 1: Loss = 0.51353, Training (Code) = 0.02183, Validation (Code) = 0.01683, Training (X) = 0.65649, Validation (X) = 0.66337, Training (Z) = 0.6584, Validation (Z) = 0.72277
Epoch 2: Loss = 0.5275, Training (Code) = 0.02863, Validation (Code) = 0.02483, Training (X) = 0.74964, Validation (X) = 0.77181, Training (Z) = 0.76346, Validation (Z) = 0.78523
Epoch 3: Loss = 0.53253, Training (Code) = 0.03133, Validation (Code) = 0.02683, Training (X) = 0.77859, Validation (X) = 0.77329, Training (Z) = 0.80186, Validation (Z) = 0.80124
Epoch 4: Loss = 0.53347, Training (Code) = 0.03271, Validation (Code) = 0.028, Training (X) = 0.80446, Validation (X) = 0.80655, Training (Z) = 0.78917, Validation (Z) = 0.81548
Epoch 5: Loss = 0.53159, Training (Code) = 0.03317, Validation (Code) = 0.02858, Training (X) = 0.80967, Validation (X) = 0.81633, Training (Z) = 0.81281, Validation (Z) = 0.81633
Epoch 6: Loss = 0.52948, Training (Code) = 0.03377, Validation (Code) = 0.02917, Training (X) = 0.81431, Validation (X) = 0.80571, Training (Z) = 0.81801, Validation (Z) = 0.81714
Epoch 7: Loss = 0.52864, Training (Code) = 0.03396, Validation (Code) = 0.02917, Training (X) = 0.81963, Validation (X) = 0.82286, Training (Z) = 0.8227, Validation (Z) = 0.80571
Epoch 8: Loss = 0.52898, Training (Code) = 0.03433, Validation (Code) = 0.0295, Training (X) = 0.82464, Validation (X) = 0.80791, Training (Z) = 0.8216, Validation (Z) = 0.82768
Epoch 9: Loss = 0.5298, Training (Code) = 0.03425, Validation (Code) = 0.03, Training (X) = 0.82421, Validation (X) = 0.81389, Training (Z) = 0.83029, Validation (Z) = 0.81389
Epoch 10: Loss = 0.53061, Training (Code) = 0.03448, Validation (Code) = 0.02967, Training (X) = 0.82296, Validation (X) = 0.83427, Training (Z) = 0.82779, Validation (Z) = 0.82022
Epoch 11: Loss = 0.53113, Training (Code) = 0.0346, Validation (Code) = 0.02958, Training (X) = 0.82721, Validation (X) = 0.81408, Training (Z) = 0.82541, Validation (Z) = 0.83944
Epoch 12: Loss = 0.53122, Training (Code) = 0.03454, Validation (Code) = 0.03042, Training (X) = 0.83052, Validation (X) = 0.83562, Training (Z) = 0.8269, Validation (Z) = 0.83288
